,1_star_count,2_star_count,3_star_count,4_star_count,5_star_count,Fri,Mon,Sat,Sun,Thu,Tue,Wed,category,city,claimed_status,health_rating,moreInfoVal,moreInfoVar,name,price_range,rating,ratings,reviews,street
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Average,Noise Level,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Live,Music,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,No,Good For Dancing,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Beer & Wine Only,Alcohol,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,No,Good For Happy Hour,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,"Thu, Fri, Sat",Best Nights,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,No,Coat Check,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Outdoor Area / Patio Only,Smoking,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Yes,Outdoor Seating,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Yes,Has TV,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,Yes,Dogs Allowed,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,3,10,8,38,68,3:00 pm - 12:00 am,3:00 pm - 9:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,Beer Gardens,Venues & Event Spaces",San Antonio,Claimed,,No,Caters,Alamo Beer Co,Moderate,,4.0,127 reviews,415 Burnet St
,8,5,3,9,27,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,"Breweries,American (New),Venues & Event Spaces",Fredericksburg,Claimed,,Yes,Accepts Credit Cards,Altstadt Brewery,,,4.0,52 reviews,6120 E US Highway 290
,8,5,3,9,27,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,"Breweries,American (New),Venues & Event Spaces",Fredericksburg,Claimed,,Average,Noise Level,Altstadt Brewery,,,4.0,52 reviews,6120 E US Highway 290
,8,5,3,9,27,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,3:00 pm - 9:00 pm,Closed,3:00 pm - 9:00 pm,"Breweries,American (New),Venues & Event Spaces",Fredericksburg,Claimed,,Yes,Outdoor Seating,Altstadt Brewery,,,4.0,52 reviews,6120 E US Highway 290
,,,,,,,,,,,,,,Houston,,,NA,NA,Anheuser-Busch Inc â Houston,,NA,,NA,775 Gellhorn Dr
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,No,Delivery,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,Yes,Take-out,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,Yes,Accepts Credit Cards,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,No,Accepts Apple Pay,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,No,Accepts Google Pay,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,Yes,Bike Parking,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,No,Good for Kids,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,Yes,Good for Groups,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,No,Caters,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,2,0,2,1,5,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 12:00 am,Closed,12:00 pm - 10:00 pm,"Breweries,Venues & Event Spaces,Pizza",Pittsburg,Claimed,,Yes,Gender Neutral Restrooms,Anvil Brewing,$11-30,,3.5,10 reviews,115 S. Compress St
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Liked by Vegans,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Liked by Vegetarians,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Takes Reservations,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,No,Delivery,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Take-out,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Accepts Credit Cards,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Accepts Apple Pay,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,No,Accepts Google Pay,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,No,Accepts Cryptocurrency,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,"Brunch, Lunch, Dinner",Good For,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,"Valet, Street, Private Lot",Parking,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Bike Parking,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Wheelchair Accessible,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Good for Kids,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Good for Groups,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Casual,Attire,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,"Hipster, Casual, Trendy",Ambience,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Average,Noise Level,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Live,Music,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,No,Good For Dancing,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Full Bar,Alcohol,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Good For Happy Hour,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,"Fri, Sat, Sun",Best Nights,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,No,Coat Check,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Outdoor Area / Patio Only,Smoking,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Outdoor Seating,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Free,Wi-Fi,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Has TV,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Dogs Allowed,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Waiter Service,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Caters,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,33,22,40,83,240,11:30 am - 2:00 am,11:30 am - 11:00 pm,10:00 am - 2:00 am,10:00 am - 10:00 pm,11:30 am - 12:00 am,"11:30 am - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,Beer Gardens,American (New)",San Marcos,Claimed,,Yes,Offers Military Discount,Aquabrew,$11-30,,4.0,418 reviews,150 S L B J Dr
,,,,,,,,,,,,,,Aransas Pass,,,NA,NA,"Aransas Pass Brewing Company, LLC",,NA,,NA,
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,No,Take-out,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Yes,Accepts Credit Cards,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,No,Accepts Apple Pay,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,No,Accepts Cryptocurrency,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Private Lot,Parking,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Yes,Bike Parking,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Yes,Wheelchair Accessible,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Yes,Good for Kids,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,Yes,Good For Happy Hour,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,6,2,9,13,61,3:00 pm - 11:00 pm,Closed,12:00 pm - 10:00 pm,12:00 pm - 8:00 pm,5:00 pm - 10:00 pm,Closed,5:00 pm - 10:00 pm,Breweries,Conroe,Claimed,,No,Caters,B-52 Brewing,Inexpensive,,4.5,91 reviews,12470 Milroy Ln
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Takes Reservations,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,No,Take-out,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Accepts Credit Cards,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Bike Parking,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Wheelchair Accessible,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Good for Groups,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,No,Good For Dancing,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Beer & Wine Only,Alcohol,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Yes,Good For Happy Hour,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,No,Coat Check,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
,0,1,0,1,2,Closed,Closed,5:00 pm - 8:00 pm,Closed,Closed,Closed,Closed,"Breweries,Beer Bar",Brookshire,Claimed,,Outdoor Area / Patio Only,Smoking,Baa Baa Brewhouse,Inexpensive,,4.0,4 reviews,539 FM 359 Rd S
